ID,Mode,Ephemerality,gender,age_1,Stimulus,ClickCount,FirstClick,LastClick,PageSubmit,RecommendationFollowed
3655,Auditory,1,2,21,shampoo,2,3.542,4.214,6.471,0
3656,Auditory,1,2,21,toaster,1,26.574,26.574,33.679,1
3657,Auditory,1,1,25,brownies,1,1.65,1.65,2.586,1
3658,Auditory,1,1,25,hotel,1,1.145,1.145,2.145,1
3659,Auditory,1,1,25,shampoo,1,1.49,1.49,2.623,1
3660,Auditory,1,1,25,toaster,2,2.161,3.267,4.429,1
3661,Auditory,1,1,28,brownies,2,3.428,4.491,5.274,0
3662,Auditory,1,1,28,hotel,1,4.113,4.113,4.815,1
3663,Auditory,1,1,28,shampoo,2,4.222,4.964,5.364,0
3664,Auditory,1,1,28,toaster,1,12.776,12.776,13.325,0
3665,Auditory,1,2,50,brownies,1,5.627,5.627,8.94,0
3666,Auditory,1,2,50,hotel,2,24.61,25.353,27.33,0
3667,Auditory,1,2,50,shampoo,1,10.011,10.011,12.756,0
3668,Auditory,1,2,50,toaster,2,45.216,45.641,47.404,0
3669,Auditory,1,2,38,brownies,1,3.047,3.047,5.349,1
3670,Auditory,1,2,38,hotel,3,0.884,7.542,9.539,1
3671,Auditory,1,2,38,shampoo,1,3.575,3.575,6.009,1
3672,Auditory,1,2,38,toaster,4,3.538,11.158,13.17,1
3673,PermanentVisual,0,1,19,brownies,2,4.47,5.479,6.501,0
3674,PermanentVisual,0,1,19,hotel,1,6.888,6.888,9.919,0
3675,PermanentVisual,0,1,19,shampoo,3,7.534,9.444,10.589,0
3676,PermanentVisual,0,1,19,toaster,2,12.783,13.96,15.46,1
3677,Auditory,1,2,42,brownies,1,3.451,3.451,6.001,1
3678,Auditory,1,2,42,hotel,4,3.852,10.938,12.228,0
3679,Auditory,1,2,42,shampoo,1,2.697,2.697,5.08,1
3680,Auditory,1,2,42,toaster,7,1.272,12.737,14.313,0
3681,Auditory,1,1,69,brownies,2,11.623,14.122,14.933,1
3682,Auditory,1,1,69,hotel,1,9.751,9.751,13.166,0
3683,Auditory,1,1,69,shampoo,1,9.692,9.692,11.151,1
3684,Auditory,1,1,69,toaster,1,13.269,13.269,16.39,1
3685,Auditory,1,1,32,brownies,2,3.21,12.695,18.536,0
3686,Auditory,1,1,32,hotel,5,1.687,7.2,8.233,1
3687,Auditory,1,1,32,shampoo,2,6.413,7.677,9.928,0
3688,Auditory,1,1,32,toaster,3,2.795,9.476,11.316,1
3689,Auditory,1,2,47,brownies,1,8.21,8.21,10.082,1
3690,Auditory,1,2,47,hotel,1,15.297,15.297,23.874,0
3691,Auditory,1,2,47,shampoo,1,13.512,13.512,15.328,0
3692,Auditory,1,2,47,toaster,1,62.067,62.067,64.393,0
3693,Auditory,1,2,34,brownies,2,1.506,2.493,4.466,0
3694,Auditory,1,2,34,hotel,3,4.501,6.505,7.561,0
3695,Auditory,1,2,34,shampoo,1,5.866,5.866,9.176,0
3696,Auditory,1,2,34,toaster,11,1.863,11.824,12.548,1
3697,DisappearingVisual,1,2,43,brownies,1,5.667,5.667,6.788,0
3698,DisappearingVisual,1,2,43,hotel,2,1.522,2.635,3.476,1
3699,DisappearingVisual,1,2,43,shampoo,1,3.978,3.978,5.213,0
3700,DisappearingVisual,1,2,43,toaster,2,4.65,6.7,8.126,0
3701,DisappearingVisual,1,2,26,brownies,3,2.253,12.169,13.306,1
3702,DisappearingVisual,1,2,26,hotel,1,4.312,4.312,9.915,1
3703,DisappearingVisual,1,2,26,shampoo,1,7.295,7.295,11.845,0
3704,DisappearingVisual,1,2,26,toaster,2,28.968,29.317,31.331,0
3705,PermanentVisual,0,2,63,brownies,1,15.379,15.379,16.137,0
3706,PermanentVisual,0,2,63,hotel,5,36.978,44.187,44.854,0
3707,PermanentVisual,0,2,63,shampoo,1,36.065,36.065,38.77,0
3708,PermanentVisual,0,2,63,toaster,9,22.626,72.053,73.026,1
3709,PermanentVisual,0,1,26,brownies,1,7.018,7.018,10.933,0
3710,PermanentVisual,0,1,26,hotel,1,7.559,7.559,8.834,0
3711,PermanentVisual,0,1,26,shampoo,2,12.393,12.901,18.924,0
3712,PermanentVisual,0,1,26,toaster,1,6.434,6.434,7.911,1
3713,Auditory,1,2,27,brownies,1,8.423,8.423,9.783,0
3714,Auditory,1,2,27,hotel,1,4.802,4.802,6.308,1
3715,Auditory,1,2,27,shampoo,1,6.884,6.884,8.268,0
3716,Auditory,1,2,27,toaster,1,7.752,7.752,10.014,0
3717,Auditory,1,1,62,brownies,1,11.982,11.982,13.625,0
3718,Auditory,1,1,62,hotel,1,40.025,40.025,41.812,0
3719,Auditory,1,1,62,shampoo,3,6.148,8.14,9.809,1
3720,Auditory,1,1,62,toaster,1,8.869,8.869,10.65,1
3721,Auditory,1,1,37,brownies,1,2.337,2.337,4.704,0
3722,Auditory,1,1,37,hotel,1,11.341,11.341,12.917,0
3723,Auditory,1,1,37,shampoo,1,4.004,4.004,5.282,0
3724,Auditory,1,1,37,toaster,1,10.878,10.878,12.373,1
3725,PermanentVisual,0,1,18,brownies,2,2.198,3.988,6.364,1
3726,PermanentVisual,0,1,18,hotel,2,6.849,8.277,11.3,0
3727,PermanentVisual,0,1,18,shampoo,1,15.29,15.29,16.457,0
3728,PermanentVisual,0,1,18,toaster,2,22.139,23.647,25.416,1
3729,DisappearingVisual,1,2,22,brownies,2,1.473,2.832,4.469,0
3730,DisappearingVisual,1,2,22,hotel,1,18.821,18.821,20.051,0
3731,DisappearingVisual,1,2,22,shampoo,2,7.239,8.829,11.228,0
3732,DisappearingVisual,1,2,22,toaster,8,3.61,16.089,17.246,0
3733,PermanentVisual,0,2,32,brownies,1,36.821,36.821,51.738,1
3734,PermanentVisual,0,2,32,hotel,1,13.365,13.365,35.392,1
3735,PermanentVisual,0,2,32,shampoo,1,27.139,27.139,43.361,1
3736,PermanentVisual,0,2,32,toaster,1,39.732,39.732,47.46,1
3737,PermanentVisual,0,1,37,brownies,1,26.671,26.671,32.237,1
3738,PermanentVisual,0,1,37,hotel,1,23.574,23.574,25.387,0
3739,PermanentVisual,0,1,37,shampoo,1,24.503,24.503,25.229,0
3740,PermanentVisual,0,1,37,toaster,1,49.034,49.034,51.207,0
3741,Auditory,1,1,27,brownies,1,18.94,18.94,20.313,0
3742,Auditory,1,1,27,hotel,2,4.006,8.518,9.978,0
3743,Auditory,1,1,27,shampoo,1,17.846,17.846,18.895,0
3744,Auditory,1,1,27,toaster,5,1.833,43.558,44.565,1
3745,PermanentVisual,0,1,28,brownies,2,2.569,9.531,10.99,0
3746,PermanentVisual,0,1,28,hotel,1,6.188,6.188,7.813,1
3747,PermanentVisual,0,1,28,shampoo,1,8.768,8.768,9.521,0
3748,PermanentVisual,0,1,28,toaster,1,30.471,30.471,32.168,0
3749,Auditory,1,2,55,brownies,1,3.501,3.501,5.607,1
3750,Auditory,1,2,55,hotel,1,5.917,5.917,8.515,1
3751,Auditory,1,2,55,shampoo,1,3.249,3.249,5.924,1
3752,Auditory,1,2,55,toaster,1,5.142,5.142,7.717,1
3753,DisappearingVisual,1,2,48,brownies,1,10.078,10.078,10.902,1
3754,DisappearingVisual,1,2,48,hotel,6,22.383,38.7,39.691,0
3755,DisappearingVisual,1,2,48,shampoo,1,3.235,3.235,5.13,1
3756,DisappearingVisual,1,2,48,toaster,3,10.865,14.592,15.845,0
3757,DisappearingVisual,1,1,35,brownies,2,2.048,2.319,3.163,1
3758,DisappearingVisual,1,1,35,hotel,2,2.356,3.287,6.63,1
3759,DisappearingVisual,1,1,35,shampoo,2,3.366,4.013,9.203,1
3760,DisappearingVisual,1,1,35,toaster,1,1.085,1.085,3.382,1
3761,Auditory,1,1,32,brownies,1,6.19,6.19,7.032,0
3762,Auditory,1,1,32,hotel,1,35.171,35.171,36.708,0
3763,Auditory,1,1,32,shampoo,1,8.096,8.096,9.069,0
3764,Auditory,1,1,32,toaster,1,11.831,11.831,12.97,1
3765,PermanentVisual,0,2,28,brownies,2,3.841,5.704,6.701,0
3766,PermanentVisual,0,2,28,hotel,5,0.461,10.033,11.078,0
3767,PermanentVisual,0,2,28,shampoo,1,5.157,5.157,6.892,0
3768,PermanentVisual,0,2,28,toaster,3,4.746,5.789,6.735,1
3769,PermanentVisual,0,2,37,brownies,3,3.576,12.724,14.964,0
3770,PermanentVisual,0,2,37,hotel,3,6.41,12.006,13.34,0
3771,PermanentVisual,0,2,37,shampoo,1,5.88,5.88,8.408,0
3772,PermanentVisual,0,2,37,toaster,8,5.516,29.032,30.236,0
3773,DisappearingVisual,1,2,84,brownies,1,74.589,74.589,100.495,0
3774,DisappearingVisual,1,2,84,hotel,34,23.973,157.675,159.162,0
3775,DisappearingVisual,1,2,84,shampoo,9,12.671,150.482,152.1,0
3776,DisappearingVisual,1,2,84,toaster,111,5.317,193.052,194.327,1
3777,Auditory,1,2,24,brownies,2,2.603,3.799,4.376,0
3778,Auditory,1,2,24,hotel,3,0.568,5.823,8.395,0
3779,Auditory,1,2,24,shampoo,1,4.537,4.537,6.691,0
3780,Auditory,1,2,24,toaster,3,1.123,27.519,29.223,0
3781,DisappearingVisual,1,1,27,brownies,2,3.576,4.529,10.389,1
3782,DisappearingVisual,1,1,27,hotel,0,0,0,4.966,1
3783,DisappearingVisual,1,1,27,shampoo,2,1.802,2.282,3.808,1
3784,DisappearingVisual,1,1,27,toaster,1,2.925,2.925,4.082,1
3785,PermanentVisual,0,1,48,brownies,1,3.277,3.277,6.39,1
3786,PermanentVisual,0,1,48,hotel,5,3.237,9.26,10.365,1
3787,PermanentVisual,0,1,48,shampoo,1,3.847,3.847,5.761,1
3788,PermanentVisual,0,1,48,toaster,9,3.527,11.726,12.699,1
3789,PermanentVisual,0,2,22,brownies,1,2.311,2.311,3.462,1
3790,PermanentVisual,0,2,22,hotel,1,2.466,2.466,7.182,1
3791,PermanentVisual,0,2,22,shampoo,2,1.722,5.247,6.065,0
3792,PermanentVisual,0,2,22,toaster,1,8.81,8.81,10.125,0
3793,Auditory,1,3,35,brownies,1,4.322,4.322,7.394,1
3794,Auditory,1,3,35,hotel,1,5.694,5.694,8.224,1
3795,Auditory,1,3,35,shampoo,1,5.472,5.472,8.298,0
3796,Auditory,1,3,35,toaster,2,25.75,26.268,27.808,1
3797,PermanentVisual,0,2,26,brownies,1,2.791,2.791,4.027,0
3798,PermanentVisual,0,2,26,hotel,0,0,0,0.913,0
3799,PermanentVisual,0,2,26,shampoo,9,0.036,2.891,3.655,0
3800,PermanentVisual,0,2,26,toaster,2,0.251,1.427,2.808,0
3801,Auditory,1,2,61,brownies,1,4.004,4.004,6.697,1
3802,Auditory,1,2,61,hotel,3,13.199,16.421,17.384,0
3803,Auditory,1,2,61,shampoo,1,4.69,4.69,10.601,1
3804,Auditory,1,2,61,toaster,1,7.547,7.547,10.32,0
3805,PermanentVisual,0,2,41,brownies,1,52.23,52.23,53.224,1
3806,PermanentVisual,0,2,41,hotel,3,8.907,12.915,14.338,0
3807,PermanentVisual,0,2,41,shampoo,1,4.638,4.638,5.821,1
3808,PermanentVisual,0,2,41,toaster,2,4.421,6.453,8.331,0
3809,PermanentVisual,0,2,48,brownies,1,55.469,55.469,56.677,0
3810,PermanentVisual,0,2,48,hotel,1,21.837,21.837,23.566,0
3811,PermanentVisual,0,2,48,shampoo,1,45.61,45.61,46.678,0
3812,PermanentVisual,0,2,48,toaster,1,263.945,263.945,266.357,0
3813,Auditory,1,1,29,brownies,1,7.069,7.069,12.329,0
3814,Auditory,1,1,29,hotel,3,18.02,21.9,30.554,0
3815,Auditory,1,1,29,shampoo,1,6.323,6.323,20.816,0
3816,Auditory,1,1,29,toaster,2,6.341,49.365,51.074,1
3817,PermanentVisual,0,2,30,brownies,2,19.823,23.68,26.167,0
3818,PermanentVisual,0,2,30,hotel,1,20.885,20.885,23.054,1
3819,PermanentVisual,0,2,30,shampoo,1,10.132,10.132,14.942,0
3820,PermanentVisual,0,2,30,toaster,1,21.616,21.616,25.048,0
3821,PermanentVisual,0,2,53,brownies,1,7.8,7.8,8.915,1
3822,PermanentVisual,0,2,53,hotel,2,3.278,10.678,15.122,1
3823,PermanentVisual,0,2,53,shampoo,1,7.623,7.623,8.49,1
3824,PermanentVisual,0,2,53,toaster,1,5.717,5.717,8.178,1
3825,DisappearingVisual,1,2,32,brownies,1,2.069,2.069,4.69,1
3826,DisappearingVisual,1,2,32,hotel,1,2.255,2.255,4.391,1
3827,DisappearingVisual,1,2,32,shampoo,1,0.146,0.146,1.042,1
3828,DisappearingVisual,1,2,32,toaster,1,2.325,2.325,5.004,1
3829,PermanentVisual,0,1,32,brownies,3,8.781,10.079,11.256,0
3830,PermanentVisual,0,1,32,hotel,4,7.893,11.427,12.325,1
3831,PermanentVisual,0,1,32,shampoo,2,3.142,5.276,7.917,0
3832,PermanentVisual,0,1,32,toaster,8,0.261,16.622,17.447,1
3833,Auditory,1,1,43,brownies,1,10.656,10.656,11.517,1
3834,Auditory,1,1,43,hotel,1,12.029,12.029,13.616,1
3835,Auditory,1,1,43,shampoo,2,12.948,17.96,19.165,0
3836,Auditory,1,1,43,toaster,1,65.567,65.567,68.019,0
3837,PermanentVisual,0,2,48,brownies,2,5.092,6.765,11.8,0
3838,PermanentVisual,0,2,48,hotel,3,2.324,5.956,6.892,0
3839,PermanentVisual,0,2,48,shampoo,1,5.784,5.784,9.166,0
3840,PermanentVisual,0,2,48,toaster,3,4.402,6.311,7.233,1
3841,DisappearingVisual,1,1,24,brownies,2,4.352,6.407,9.289,1
3842,DisappearingVisual,1,1,24,hotel,2,3.493,7.182,8.786,1
3843,DisappearingVisual,1,1,24,shampoo,1,5.146,5.146,7.078,1
3844,DisappearingVisual,1,1,24,toaster,15,0.401,19.154,20.107,1
3845,DisappearingVisual,1,1,45,brownies,1,6.627,6.627,9.091,1
3846,DisappearingVisual,1,1,45,hotel,1,12.1,12.1,13.973,0
3847,DisappearingVisual,1,1,45,shampoo,1,5.552,5.552,7.27,1
3848,DisappearingVisual,1,1,45,toaster,1,13.008,13.008,22.516,1
3849,Auditory,1,2,33,brownies,1,11.224,11.224,14.682,1
3850,Auditory,1,2,33,hotel,1,24.374,24.374,27.805,1
3851,Auditory,1,2,33,shampoo,1,26.963,26.963,32.694,0
3852,Auditory,1,2,33,toaster,1,22.03,22.03,23.499,1
3853,PermanentVisual,0,1,41,brownies,1,5.469,5.469,7.115,0
3854,PermanentVisual,0,1,41,hotel,1,14.459,14.459,16.75,1
3855,PermanentVisual,0,1,41,shampoo,1,15.401,15.401,16.47,0
3856,PermanentVisual,0,1,41,toaster,1,73.693,73.693,76.537,1
3857,PermanentVisual,0,2,36,brownies,1,5.653,5.653,6.927,1
3858,PermanentVisual,0,2,36,hotel,2,5.978,18.496,20.567,1
3859,PermanentVisual,0,2,36,shampoo,2,2.899,14.136,16.866,1
3860,PermanentVisual,0,2,36,toaster,1,26.961,26.961,29.533,0
3861,Auditory,1,2,41,brownies,1,6.633,6.633,7.578,0
3862,Auditory,1,2,41,hotel,4,13.66,28.203,29.486,1
3863,Auditory,1,2,41,shampoo,1,6.4,6.4,7.637,0
3864,Auditory,1,2,41,toaster,3,49.202,54.265,55.175,0
3865,DisappearingVisual,1,2,25,brownies,1,3.232,3.232,4.941,1
3866,DisappearingVisual,1,2,25,hotel,2,1.401,2.176,3.986,1
3867,DisappearingVisual,1,2,25,shampoo,2,1.998,2.913,3.664,1
3868,DisappearingVisual,1,2,25,toaster,1,1.471,1.471,3.023,1
3869,PermanentVisual,0,1,24,brownies,1,7.849,7.849,13.383,0
3870,PermanentVisual,0,1,24,hotel,1,8.975,8.975,15.18,0
3871,PermanentVisual,0,1,24,shampoo,2,28.257,28.561,29.471,0
3872,PermanentVisual,0,1,24,toaster,2,41.268,42.131,44.995,0
3873,Auditory,1,2,39,brownies,1,9.048,9.048,11.4,0
3874,Auditory,1,2,39,hotel,1,23.797,23.797,26.849,0
3875,Auditory,1,2,39,shampoo,1,20.906,20.906,22.368,1
3876,Auditory,1,2,39,toaster,2,19.003,33.296,39.861,0
3877,PermanentVisual,0,2,25,brownies,1,11.86,11.86,12.924,0
3878,PermanentVisual,0,2,25,hotel,3,1.096,14.987,17.936,0
3879,PermanentVisual,0,2,25,shampoo,2,0.036,33.657,36.668,0
3880,PermanentVisual,0,2,25,toaster,2,23.975,24.715,26.124,0
3881,DisappearingVisual,1,1,37,brownies,1,4.556,4.556,5.283,1
3882,DisappearingVisual,1,1,37,hotel,1,1.734,1.734,2.974,1
3883,DisappearingVisual,1,1,37,shampoo,1,2.223,2.223,3.287,1
3884,DisappearingVisual,1,1,37,toaster,1,3.4,3.4,4.379,1
3885,PermanentVisual,0,1,30,brownies,2,1.355,2.123,3.652,1
3886,PermanentVisual,0,1,30,hotel,1,0.752,0.752,2.471,1
3887,PermanentVisual,0,1,30,shampoo,0,0,0,1.507,1
3888,PermanentVisual,0,1,30,toaster,0,0,0,5.26,1
3889,DisappearingVisual,1,1,48,brownies,1,4.046,4.046,5.759,1
3890,DisappearingVisual,1,1,48,hotel,2,5.088,9.377,11.355,1
3891,DisappearingVisual,1,1,48,shampoo,1,17.069,17.069,19.311,0
3892,DisappearingVisual,1,1,48,toaster,4,47.894,54.507,55.976,1
3893,DisappearingVisual,1,2,25,brownies,0,0,0,1.634,0
3894,DisappearingVisual,1,2,25,hotel,0,0,0,1.039,1
3895,DisappearingVisual,1,2,25,shampoo,0,0,0,0.731,0
3896,DisappearingVisual,1,2,25,toaster,0,0,0,0.71,0
3897,DisappearingVisual,1,2,71,brownies,1,34.205,34.205,35.263,1
3898,DisappearingVisual,1,2,71,hotel,4,35.893,61.956,63.039,1
3899,DisappearingVisual,1,2,71,shampoo,2,32.946,36.625,37.379,0
3900,DisappearingVisual,1,2,71,toaster,9,33.998,96.443,97.678,0
3901,DisappearingVisual,1,2,52,brownies,1,14.676,14.676,16.008,0
3902,DisappearingVisual,1,2,52,hotel,2,33.223,35.835,47.911,0
3903,DisappearingVisual,1,2,52,shampoo,1,42.57,42.57,46.287,0
3904,DisappearingVisual,1,2,52,toaster,1,68.495,68.495,71.06,0
3905,DisappearingVisual,1,2,40,brownies,3,6.193,23.094,24.087,0
3906,DisappearingVisual,1,2,40,hotel,1,7.013,7.013,19.503,1
3907,DisappearingVisual,1,2,40,shampoo,1,9.184,9.184,19.561,0
3908,DisappearingVisual,1,2,40,toaster,1,42.814,42.814,45.032,0
3909,DisappearingVisual,1,2,50,brownies,1,20.738,20.738,22.093,0
3910,DisappearingVisual,1,2,50,hotel,1,22.295,22.295,23.969,0
3911,DisappearingVisual,1,2,50,shampoo,1,12.82,12.82,13.885,0
3912,DisappearingVisual,1,2,50,toaster,1,49.768,49.768,51.384,1
3913,Auditory,1,1,26,brownies,1,6.2,6.2,8.2,1
3914,Auditory,1,1,26,hotel,3,26.915,31.002,32.617,0
3915,Auditory,1,1,26,shampoo,1,7.722,7.722,10.583,0
3916,Auditory,1,1,26,toaster,2,12.301,13.378,20.874,1
3917,DisappearingVisual,1,2,29,brownies,3,1.615,4.058,5.199,1
3918,DisappearingVisual,1,2,29,hotel,2,4.649,6.116,6.458,1
3919,DisappearingVisual,1,2,29,shampoo,3,1.327,5.288,5.839,0
3920,DisappearingVisual,1,2,29,toaster,2,10.401,11.95,12.268,1
3921,Auditory,1,1,34,brownies,1,14.613,14.613,15.587,0
3922,Auditory,1,1,34,hotel,1,14.82,14.82,28.123,0
3923,Auditory,1,1,34,shampoo,1,4.935,4.935,6.055,0
3924,Auditory,1,1,34,toaster,1,9.56,9.56,15.745,1
3925,PermanentVisual,0,2,77,brownies,1,32.605,32.605,33.67,0
3926,PermanentVisual,0,2,77,hotel,1,58.266,58.266,60.231,0
3927,PermanentVisual,0,2,77,shampoo,1,55.031,55.031,57.067,1
3928,PermanentVisual,0,2,77,toaster,1,72.103,72.103,74.129,0
3929,PermanentVisual,0,1,37,brownies,1,2.728,2.728,4.673,1
3930,PermanentVisual,0,1,37,hotel,2,1.091,2.344,6.966,1
3931,PermanentVisual,0,1,37,shampoo,1,2.186,2.186,6.767,1
3932,PermanentVisual,0,1,37,toaster,2,2.336,3.642,5.471,1
3933,PermanentVisual,0,1,28,brownies,4,4.431,7.285,7.552,0
3934,PermanentVisual,0,1,28,hotel,2,7.58,8.862,10.401,0
3935,PermanentVisual,0,1,28,shampoo,2,2.632,3.648,5.076,0
3936,PermanentVisual,0,1,28,toaster,3,12.026,13.524,15.078,0
3937,PermanentVisual,0,1,53,brownies,1,2.596,2.596,3.254,1
3938,PermanentVisual,0,1,53,hotel,2,8.145,9.328,11.315,1
3939,PermanentVisual,0,1,53,shampoo,1,3.815,3.815,6.101,0
3940,PermanentVisual,0,1,53,toaster,1,17.676,17.676,20.393,0
3941,PermanentVisual,0,2,54,brownies,1,14.832,14.832,16.321,0
3942,PermanentVisual,0,2,54,hotel,1,10.821,10.821,13.857,1
3943,PermanentVisual,0,2,54,shampoo,1,10.146,10.146,13.262,1
3944,PermanentVisual,0,2,54,toaster,1,6.526,6.526,10.555,1
3945,Auditory,1,1,47,brownies,1,4.485,4.485,12.211,1
3946,Auditory,1,1,47,hotel,2,7.728,10.806,13.094,1
3947,Auditory,1,1,47,shampoo,1,31.758,31.758,33.942,1
3948,Auditory,1,1,47,toaster,1,5.375,5.375,9.518,1
3949,DisappearingVisual,1,2,60,brownies,1,9.764,9.764,17.447,0
3950,DisappearingVisual,1,2,60,hotel,3,23.112,39.583,42.255,0
3951,DisappearingVisual,1,2,60,shampoo,2,58.474,59.613,61.232,1
3952,DisappearingVisual,1,2,60,toaster,3,21.732,31.155,33.201,1
3953,DisappearingVisual,1,2,21,brownies,1,1.245,1.245,2.564,1
3954,DisappearingVisual,1,2,21,hotel,2,1.605,2.958,4.535,1
3955,DisappearingVisual,1,2,21,shampoo,1,2.093,2.093,4.092,1
3956,DisappearingVisual,1,2,21,toaster,2,3.442,4.826,6.602,1
3957,DisappearingVisual,1,2,59,brownies,2,37.919,38.965,46.642,0
3958,DisappearingVisual,1,2,59,hotel,1,47.148,47.148,49.158,0
3959,DisappearingVisual,1,2,59,shampoo,1,34.756,34.756,36.231,1
3960,DisappearingVisual,1,2,59,toaster,1,69.852,69.852,73.824,0
3961,DisappearingVisual,1,2,53,brownies,1,11.116,11.116,16.339,1
3962,DisappearingVisual,1,2,53,hotel,2,15.832,26.896,28.429,0
3963,DisappearingVisual,1,2,53,shampoo,1,9.827,9.827,11.591,0
3964,DisappearingVisual,1,2,53,toaster,1,29.773,29.773,35.012,0
3965,DisappearingVisual,1,1,32,brownies,2,2.218,2.95,4.271,0
3966,DisappearingVisual,1,1,32,hotel,3,1.547,3.041,4.38,1
3967,DisappearingVisual,1,1,32,shampoo,1,1.462,1.462,3.251,0
3968,DisappearingVisual,1,1,32,toaster,3,1.142,2.425,3.813,0
3969,DisappearingVisual,1,1,40,brownies,1,2.824,2.824,4.521,1
3970,DisappearingVisual,1,1,40,hotel,1,6.272,6.272,7.967,1
3971,DisappearingVisual,1,1,40,shampoo,3,3.69,7.843,9.173,0
3972,DisappearingVisual,1,1,40,toaster,1,5.589,5.589,9.2,1
3973,Auditory,1,1,33,brownies,1,10.177,10.177,11.288,0
3974,Auditory,1,1,33,hotel,2,12.456,13.25,14.561,0
3975,Auditory,1,1,33,shampoo,2,22.305,25.687,26.909,0
3976,Auditory,1,1,33,toaster,2,66.296,67.389,70.737,0
3977,DisappearingVisual,1,2,55,brownies,1,17.82,17.82,20.063,0
3978,DisappearingVisual,1,2,55,hotel,1,16.869,16.869,20.562,0
3979,DisappearingVisual,1,2,55,shampoo,1,22.268,22.268,25.1,1
3980,DisappearingVisual,1,2,55,toaster,1,53.991,53.991,58.872,0
3981,PermanentVisual,0,2,32,brownies,1,21.205,21.205,23.093,0
3982,PermanentVisual,0,2,32,hotel,1,13.733,13.733,17.642,1
3983,PermanentVisual,0,2,32,shampoo,1,11.521,11.521,14.066,0
3984,PermanentVisual,0,2,32,toaster,1,24.063,24.063,26.814,0
3985,PermanentVisual,0,1,31,brownies,2,13.636,14.611,16.831,0
3986,PermanentVisual,0,1,31,hotel,3,4.47,13.422,14.02,1
3987,PermanentVisual,0,1,31,shampoo,1,5.031,5.031,11.03,0
3988,PermanentVisual,0,1,31,toaster,6,2.2,13.346,13.982,1
3989,Auditory,1,1,38,brownies,1,6.84,6.84,9.995,0
3990,Auditory,1,1,38,hotel,3,8.563,12.075,13.086,0
3991,Auditory,1,1,38,shampoo,1,7.715,7.715,9.187,0
3992,Auditory,1,1,38,toaster,3,15.938,18.549,19.673,1
3993,DisappearingVisual,1,2,30,brownies,1,19.634,19.634,21.759,0
3994,DisappearingVisual,1,2,30,hotel,1,33.786,33.786,36.777,0
3995,DisappearingVisual,1,2,30,shampoo,2,16.073,17.246,19.064,0
3996,DisappearingVisual,1,2,30,toaster,1,10.368,10.368,13.701,1
3997,PermanentVisual,0,2,39,brownies,1,29.821,29.821,34.239,0
3998,PermanentVisual,0,2,39,hotel,3,4.585,11.479,12.791,0
3999,PermanentVisual,0,2,39,shampoo,1,18.877,18.877,21.484,0
4000,PermanentVisual,0,2,39,toaster,2,1.135,3.588,5.083,0
4001,PermanentVisual,0,2,61,brownies,1,8.7,8.7,10.557,0
4002,PermanentVisual,0,2,61,hotel,7,5.708,35.81,36.852,0
4003,PermanentVisual,0,2,61,shampoo,1,14.187,14.187,15.453,0
4004,PermanentVisual,0,2,61,toaster,16,4.926,55.487,56.39,0
4005,PermanentVisual,0,1,31,brownies,1,3.521,3.521,5.427,1
4006,PermanentVisual,0,1,31,hotel,1,4.245,4.245,6.079,1
4007,PermanentVisual,0,1,31,shampoo,4,9.693,20.085,25.036,0
4008,PermanentVisual,0,1,31,toaster,1,21.422,21.422,26.68,1
4009,PermanentVisual,0,2,33,brownies,2,8.032,9.347,10.387,1
4010,PermanentVisual,0,2,33,hotel,6,3.22,15.077,15.951,1
4011,PermanentVisual,0,2,33,shampoo,1,15.596,15.596,16.885,0
4012,PermanentVisual,0,2,33,toaster,4,20.95,30.266,31.258,0
4013,Auditory,1,2,40,brownies,1,6.385,6.385,7.49,0
4014,Auditory,1,2,40,hotel,1,1.895,1.895,7.591,1
4015,Auditory,1,2,40,shampoo,3,5.952,7.664,8.49,1
4016,Auditory,1,2,40,toaster,1,4.878,4.878,6.102,1
4017,PermanentVisual,0,1,28,brownies,2,2.241,3.576,4.72,1
4018,PermanentVisual,0,1,28,hotel,6,2.133,8.279,10.098,1
4019,PermanentVisual,0,1,28,shampoo,3,4.256,9.898,11.36,1
4020,PermanentVisual,0,1,28,toaster,3,2.688,7.663,8.795,0
4021,DisappearingVisual,1,1,32,brownies,1,2.228,2.228,4.115,1
4022,DisappearingVisual,1,1,32,hotel,2,1.02,2.414,4.082,1
4023,DisappearingVisual,1,1,32,shampoo,1,5.451,5.451,6.511,0
4024,DisappearingVisual,1,1,32,toaster,0,0,0,1.296,1
4025,PermanentVisual,0,1,35,brownies,1,7.058,7.058,12.666,0
4026,PermanentVisual,0,1,35,hotel,2,11.34,11.916,23.459,0
4027,PermanentVisual,0,1,35,shampoo,3,35.506,42.354,46.346,0
4028,PermanentVisual,0,1,35,toaster,1,43.816,43.816,46.184,1
4029,DisappearingVisual,1,2,22,brownies,2,5.302,5.65,6.665,0
4030,DisappearingVisual,1,2,22,hotel,3,4.889,7.215,7.488,0
4031,DisappearingVisual,1,2,22,shampoo,3,11.431,13.117,13.382,0
4032,DisappearingVisual,1,2,22,toaster,1,20.873,20.873,21.869,0
4033,PermanentVisual,0,2,42,brownies,3,6.137,8.084,8.406,0
4034,PermanentVisual,0,2,42,hotel,2,10,10.832,12.977,0
4035,PermanentVisual,0,2,42,shampoo,1,10.395,10.395,12.067,0
