ID,Mode,Ephemerality,gender,age_1,Stimulus,ClickCount,FirstClick,LastClick,PageSubmit,RecommendationFollowed
388,DisappearingVisual,1,2,70,toaster,2,17.774,17.843,24.125,1
389,DisappearingVisual,1,2,60,brownies,1,24.667,24.667,27.912,0
390,DisappearingVisual,1,2,60,hotel,4,6.299,69.008,81.086,0
391,DisappearingVisual,1,2,60,shampoo,1,42.607,42.607,46.099,0
392,DisappearingVisual,1,2,60,toaster,5,24.042,112.52,115.3,1
393,DisappearingVisual,1,2,44,brownies,2,6.815,12.11,14.348,1
394,DisappearingVisual,1,2,44,hotel,7,5.404,54.68,56.054,1
395,DisappearingVisual,1,2,44,shampoo,2,3.052,34.745,52.257,0
396,DisappearingVisual,1,2,44,toaster,15,1.264,24.692,27.818,1
397,Auditory,1,1,55,brownies,1,3.509,3.509,7.084,1
398,Auditory,1,1,55,hotel,1,8.429,8.429,36.763,1
399,Auditory,1,1,55,shampoo,1,13.208,13.208,26.126,1
400,Auditory,1,1,55,toaster,1,8.413,8.413,11.071,1
401,DisappearingVisual,1,1,31,brownies,2,29.865,34.872,36.319,0
402,DisappearingVisual,1,1,31,hotel,2,3.624,8.071,10.889,0
403,DisappearingVisual,1,1,31,shampoo,1,10.985,10.985,12.151,0
404,DisappearingVisual,1,1,31,toaster,1,7.199,7.199,9.046,1
405,DisappearingVisual,1,2,30,brownies,1,5.179,5.179,10.858,0
406,DisappearingVisual,1,2,30,hotel,2,10.402,11.449,19.018,0
407,DisappearingVisual,1,2,30,shampoo,3,10.19,12.583,14.831,0
408,DisappearingVisual,1,2,30,toaster,1,50.352,50.352,55.373,0
409,Auditory,1,2,63,brownies,1,10.044,10.044,11.462,1
410,Auditory,1,2,63,hotel,1,12.185,12.185,15.294,0
411,Auditory,1,2,63,shampoo,1,16.102,16.102,18.716,0
412,Auditory,1,2,63,toaster,1,41.501,41.501,45.46,0
413,PermanentVisual,0,2,25,brownies,1,5.411,5.411,6.669,0
414,PermanentVisual,0,2,25,hotel,1,4.549,4.549,6.124,1
415,PermanentVisual,0,2,25,shampoo,1,2.142,2.142,5.019,0
416,PermanentVisual,0,2,25,toaster,2,6.4,7.593,9.641,0
417,DisappearingVisual,1,1,31,brownies,2,7.017,13.581,14.648,0
418,DisappearingVisual,1,1,31,hotel,3,4.846,12.113,14.21,0
419,DisappearingVisual,1,1,31,shampoo,7,8.214,27.753,28.525,0
420,DisappearingVisual,1,1,31,toaster,1,29.815,29.815,31.291,1
421,Auditory,1,1,25,brownies,1,6.425,6.425,8.01,0
422,Auditory,1,1,25,hotel,2,8.78,9.9,13.991,0
423,Auditory,1,1,25,shampoo,1,10.524,10.524,13.615,0
424,Auditory,1,1,25,toaster,2,17.155,18.127,19.91,1
425,Auditory,1,2,63,brownies,1,18.282,18.282,19.383,0
426,Auditory,1,2,63,hotel,2,9.346,24.263,26.883,0
427,Auditory,1,2,63,shampoo,1,12.811,12.811,14.449,1
428,Auditory,1,2,63,toaster,3,32.788,37.379,38.48,0
429,Auditory,1,2,49,brownies,1,0.707,0.707,2.859,1
430,Auditory,1,2,49,hotel,2,30.159,31.487,32.311,0
431,Auditory,1,2,49,shampoo,1,5.734,5.734,12.019,1
432,Auditory,1,2,49,toaster,4,3.486,7.578,8.569,0
433,DisappearingVisual,1,1,27,brownies,1,7.694,7.694,9.887,0
434,DisappearingVisual,1,1,27,hotel,1,2.789,2.789,11.201,1
435,DisappearingVisual,1,1,27,shampoo,3,3.262,8.923,11.068,0
436,DisappearingVisual,1,1,27,toaster,1,29.71,29.71,31.446,1
437,DisappearingVisual,1,1,37,brownies,1,7.619,7.619,9.969,1
438,DisappearingVisual,1,1,37,hotel,4,5.349,10.138,11.258,0
439,DisappearingVisual,1,1,37,shampoo,2,4.709,7.579,10.272,0
440,DisappearingVisual,1,1,37,toaster,6,2.964,30.561,31.798,0
441,DisappearingVisual,1,2,30,brownies,1,22.26,22.26,23.201,0
442,DisappearingVisual,1,2,30,hotel,1,21.563,21.563,31.848,1
443,DisappearingVisual,1,2,30,shampoo,1,8.635,8.635,9.748,0
444,DisappearingVisual,1,2,30,toaster,1,7.113,7.113,9.814,0
445,Auditory,1,2,22,brownies,2,17.023,86.314,87.535,0
446,Auditory,1,2,22,hotel,2,41.18,46.213,48.25,1
447,Auditory,1,2,22,shampoo,2,71.742,72.61,74.122,0
448,Auditory,1,2,22,toaster,2,115.036,116.793,119.02,1
449,PermanentVisual,0,1,40,brownies,1,5.676,5.676,6.732,1
450,PermanentVisual,0,1,40,hotel,1,10.945,10.945,13.476,0
451,PermanentVisual,0,1,40,shampoo,1,5.718,5.718,6.499,0
452,PermanentVisual,0,1,40,toaster,2,16.442,18.329,21.114,1
453,PermanentVisual,0,1,25,brownies,2,6.99,8.399,10.137,0
454,PermanentVisual,0,1,25,hotel,3,7.47,13.756,15.265,0
455,PermanentVisual,0,1,25,shampoo,1,11.231,11.231,16.27,0
456,PermanentVisual,0,1,25,toaster,2,14.508,14.908,16.63,0
457,Auditory,1,1,40,brownies,1,4.875,4.875,8.394,1
458,Auditory,1,1,40,hotel,1,41.894,41.894,43.363,0
459,Auditory,1,1,40,shampoo,1,10.571,10.571,12.026,1
460,Auditory,1,1,40,toaster,1,22.484,22.484,26.354,0
461,PermanentVisual,0,1,30,brownies,1,15.547,15.547,19.198,0
462,PermanentVisual,0,1,30,hotel,1,11.065,11.065,18.373,0
463,PermanentVisual,0,1,30,shampoo,3,7.018,13.144,17.209,0
464,PermanentVisual,0,1,30,toaster,2,17.98,24.844,26.576,0
465,DisappearingVisual,1,2,50,brownies,1,23.581,23.581,24.701,0
466,DisappearingVisual,1,2,50,hotel,2,28.05,32.918,34.115,0
467,DisappearingVisual,1,2,50,shampoo,1,28.015,28.015,29.669,0
468,DisappearingVisual,1,2,50,toaster,1,37.191,37.191,40.031,0
469,Auditory,1,1,35,brownies,1,6.548,6.548,7.63,1
470,Auditory,1,1,35,hotel,1,3.282,3.282,10.501,0
471,Auditory,1,1,35,shampoo,1,7.569,7.569,9.104,1
472,Auditory,1,1,35,toaster,0,0,0,18.079,0
473,Auditory,1,1,39,brownies,1,5.999,5.999,7.941,1
474,Auditory,1,1,39,hotel,1,11.623,11.623,12.671,0
475,Auditory,1,1,39,shampoo,2,13.49,14.243,15.1,0
476,Auditory,1,1,39,toaster,1,10.066,10.066,13.024,1
477,PermanentVisual,0,1,32,brownies,1,19.689,19.689,24.842,1
478,PermanentVisual,0,1,32,hotel,0,0,0,2.13,1
479,PermanentVisual,0,1,32,shampoo,0,0,0,1.941,1
480,PermanentVisual,0,1,32,toaster,0,0,0,10.345,1
481,PermanentVisual,0,1,38,brownies,2,4.136,5.065,7.163,1
482,PermanentVisual,0,1,38,hotel,6,7.229,21.761,27.016,1
483,PermanentVisual,0,1,38,shampoo,2,3.291,4.311,6.502,1
484,PermanentVisual,0,1,38,toaster,6,1.055,9.12,13.809,1
485,PermanentVisual,0,1,40,brownies,1,4.675,4.675,6.225,1
486,PermanentVisual,0,1,40,hotel,1,5.181,5.181,7.497,1
487,PermanentVisual,0,1,40,shampoo,2,5.95,10.598,11.853,0
488,PermanentVisual,0,1,40,toaster,1,4.796,4.796,5.866,1
489,DisappearingVisual,1,2,33,brownies,1,2.451,2.451,3.682,0
490,DisappearingVisual,1,2,33,hotel,1,8.939,8.939,10.877,0
491,DisappearingVisual,1,2,33,shampoo,1,2.597,2.597,4.135,0
492,DisappearingVisual,1,2,33,toaster,1,6.38,6.38,8.049,1
493,Auditory,1,1,21,brownies,1,11.225,11.225,13.22,1
494,Auditory,1,1,21,hotel,1,6.729,6.729,12.279,0
495,Auditory,1,1,21,shampoo,1,3.51,3.51,5.006,1
496,Auditory,1,1,21,toaster,1,3.958,3.958,5.891,1
497,PermanentVisual,0,2,21,brownies,1,2.721,2.721,4.94,0
498,PermanentVisual,0,2,21,hotel,3,2.223,3.826,5.832,0
499,PermanentVisual,0,2,21,shampoo,1,3.869,3.869,6.025,0
500,PermanentVisual,0,2,21,toaster,1,4.513,4.513,6.381,1
501,DisappearingVisual,1,2,58,brownies,1,5.515,5.515,6.96,0
502,DisappearingVisual,1,2,58,hotel,1,9.187,9.187,11.354,1
503,DisappearingVisual,1,2,58,shampoo,1,7.457,7.457,9.007,0
504,DisappearingVisual,1,2,58,toaster,1,14.663,14.663,18.511,0
505,PermanentVisual,0,2,45,brownies,3,5.327,6.537,7.233,0
506,PermanentVisual,0,2,45,hotel,2,6.651,7.649,10.352,1
507,PermanentVisual,0,2,45,shampoo,1,6.723,6.723,7.897,0
508,PermanentVisual,0,2,45,toaster,1,5.458,5.458,7.096,0
509,Auditory,1,2,30,brownies,2,1.406,1.633,2.571,1
510,Auditory,1,2,30,hotel,13,0.895,8.256,9.302,0
511,Auditory,1,2,30,shampoo,4,2.936,4.577,5.487,0
512,Auditory,1,2,30,toaster,20,0.555,18.877,19.633,0
513,DisappearingVisual,1,1,59,brownies,2,4.168,22.68,42.826,0
514,DisappearingVisual,1,1,59,hotel,5,36.339,53.307,56.167,1
515,DisappearingVisual,1,1,59,shampoo,1,32.624,32.624,34.698,0
516,DisappearingVisual,1,1,59,toaster,2,39.335,40.687,45.276,1
517,DisappearingVisual,1,1,40,brownies,1,11.199,11.199,12.371,0
518,DisappearingVisual,1,1,40,hotel,1,12.582,12.582,14.161,0
519,DisappearingVisual,1,1,40,shampoo,1,4.559,4.559,6.535,1
520,DisappearingVisual,1,1,40,toaster,1,6.797,6.797,8.63,1
521,DisappearingVisual,1,2,48,brownies,2,14.318,15.967,16.47,0
522,DisappearingVisual,1,2,48,hotel,7,17.145,44.933,45.603,0
523,DisappearingVisual,1,2,48,shampoo,2,3.883,30.789,33.521,0
524,DisappearingVisual,1,2,48,toaster,15,2.597,53.941,54.836,0
525,DisappearingVisual,1,2,21,brownies,1,22.544,22.544,24.459,0
526,DisappearingVisual,1,2,21,hotel,2,37.408,39.011,41.074,0
527,DisappearingVisual,1,2,21,shampoo,2,25.795,27.455,29.6,0
528,DisappearingVisual,1,2,21,toaster,4,59.709,79.616,81.51,0
529,DisappearingVisual,1,1,35,brownies,1,10.406,10.406,14.844,1
530,DisappearingVisual,1,1,35,hotel,3,20.831,30.718,32.803,0
531,DisappearingVisual,1,1,35,shampoo,1,7.117,7.117,9.379,0
532,DisappearingVisual,1,1,35,toaster,3,37.327,41.414,42.815,0
533,Auditory,1,2,41,brownies,2,2.907,28.707,34.211,0
534,Auditory,1,2,41,hotel,1,13.189,13.189,17.265,1
535,Auditory,1,2,41,shampoo,2,1.309,3.028,10.611,1
536,Auditory,1,2,41,toaster,1,9.82,9.82,12.563,1
537,Auditory,1,2,51,brownies,1,3.099,3.099,4.463,1
538,Auditory,1,2,51,hotel,1,3.305,3.305,4.725,1
539,Auditory,1,2,51,shampoo,1,1.939,1.939,3.715,1
540,Auditory,1,2,51,toaster,1,5.522,5.522,8.072,1
541,PermanentVisual,0,1,29,brownies,1,9.466,9.466,11.7,0
542,PermanentVisual,0,1,29,hotel,1,3.154,3.154,5.381,1
543,PermanentVisual,0,1,29,shampoo,1,7.637,7.637,8.582,0
544,PermanentVisual,0,1,29,toaster,1,9.257,9.257,11.6,0
545,PermanentVisual,0,1,44,brownies,1,10.567,10.567,11.783,0
546,PermanentVisual,0,1,44,hotel,2,14.885,15.996,18.023,0
547,PermanentVisual,0,1,44,shampoo,1,8.267,8.267,9.817,0
548,PermanentVisual,0,1,44,toaster,1,17.749,17.749,19.473,1
549,PermanentVisual,0,2,29,brownies,1,3.865,3.865,5.459,1
550,PermanentVisual,0,2,29,hotel,1,1.654,1.654,4.052,1
551,PermanentVisual,0,2,29,shampoo,1,1.746,1.746,2.76,1
552,PermanentVisual,0,2,29,toaster,1,4.25,4.25,6.67,1
553,Auditory,1,1,21,brownies,1,6.575,6.575,8.093,0
554,Auditory,1,1,21,hotel,1,21.052,21.052,24.026,0
555,Auditory,1,1,21,shampoo,1,16.654,16.654,18.485,0
556,Auditory,1,1,21,toaster,2,30.02,47.239,49.166,0
557,PermanentVisual,0,2,21,brownies,1,6.142,6.142,8.404,0
558,PermanentVisual,0,2,21,hotel,7,9.532,31.945,33.306,0
559,PermanentVisual,0,2,21,shampoo,1,15.513,15.513,19.135,0
560,PermanentVisual,0,2,21,toaster,7,3.198,21.525,22.471,1
561,PermanentVisual,0,2,50,brownies,1,16.532,16.532,18.059,0
562,PermanentVisual,0,2,50,hotel,3,11.818,21.442,22.296,1
563,PermanentVisual,0,2,50,shampoo,1,7.832,7.832,10.311,1
564,PermanentVisual,0,2,50,toaster,3,15.681,24.1,25.583,0
565,DisappearingVisual,1,2,30,brownies,1,15.86,15.86,17.743,0
566,DisappearingVisual,1,2,30,hotel,5,16.583,30.799,32.166,0
567,DisappearingVisual,1,2,30,shampoo,1,20.17,20.17,21.667,0
568,DisappearingVisual,1,2,30,toaster,62,6.555,42.056,43.768,0
569,DisappearingVisual,1,1,50,brownies,1,9.412,9.412,10.374,1
570,DisappearingVisual,1,1,50,hotel,1,25.121,25.121,27.649,1
571,DisappearingVisual,1,1,50,shampoo,1,31.902,31.902,33.473,0
572,DisappearingVisual,1,1,50,toaster,2,32.711,33.775,36.805,0
573,PermanentVisual,0,1,46,brownies,2,29.661,31.651,33.055,1
574,PermanentVisual,0,1,46,hotel,1,25.379,25.379,27.529,0
575,PermanentVisual,0,1,46,shampoo,1,40.447,40.447,43.14,0
576,PermanentVisual,0,1,46,toaster,1,89.535,89.535,92.358,0
577,DisappearingVisual,1,1,28,brownies,1,5.029,5.029,11.011,0
578,DisappearingVisual,1,1,28,hotel,5,9.338,26.944,28.212,0
579,DisappearingVisual,1,1,28,shampoo,1,6.136,6.136,10.276,0
580,DisappearingVisual,1,1,28,toaster,6,15.65,20.671,21.433,0
581,DisappearingVisual,1,1,43,brownies,1,8.879,8.879,12.101,0
582,DisappearingVisual,1,1,43,hotel,1,32.668,32.668,34.147,0
583,DisappearingVisual,1,1,43,shampoo,1,8.155,8.155,10.5,0
584,DisappearingVisual,1,1,43,toaster,1,38.801,38.801,41.441,0
585,DisappearingVisual,1,1,54,brownies,1,14.422,14.422,31.955,0
586,DisappearingVisual,1,1,54,hotel,2,53.028,54.796,56.684,0
587,DisappearingVisual,1,1,54,shampoo,1,36.577,36.577,38.69,1
588,DisappearingVisual,1,1,54,toaster,1,81.41,81.41,83.702,0
589,DisappearingVisual,1,1,48,brownies,1,15.1,15.1,16.298,0
590,DisappearingVisual,1,1,48,hotel,3,3.542,6.3,7.138,0
591,DisappearingVisual,1,1,48,shampoo,2,3.319,7.059,8.349,0
592,DisappearingVisual,1,1,48,toaster,3,5.501,7.855,8.571,0
593,PermanentVisual,0,1,21,brownies,2,3.66,4.181,4.932,1
594,PermanentVisual,0,1,21,hotel,1,1.51,1.51,3.303,1
595,PermanentVisual,0,1,21,shampoo,2,1.758,2.654,2.656,1
596,PermanentVisual,0,1,21,toaster,1,2.014,2.014,5.272,1
597,Auditory,1,1,29,brownies,5,2.464,3.76,4.621,1
598,Auditory,1,1,29,hotel,1,2.168,2.168,3.02,1
599,Auditory,1,1,29,shampoo,1,2.922,2.922,7.698,1
600,Auditory,1,1,29,toaster,2,2.078,3.454,4.595,1
601,DisappearingVisual,1,2,26,brownies,3,4.992,30.417,32.883,0
602,DisappearingVisual,1,2,26,hotel,1,29.95,29.95,31.39,0
603,DisappearingVisual,1,2,26,shampoo,1,38.533,38.533,40.327,1
604,DisappearingVisual,1,2,26,toaster,2,47.242,48.216,52.506,0
605,PermanentVisual,0,2,52,brownies,1,8.835,8.835,15.193,0
606,PermanentVisual,0,2,52,hotel,1,26.993,26.993,29.744,0
607,PermanentVisual,0,2,52,shampoo,1,6.616,6.616,10.963,0
608,PermanentVisual,0,2,52,toaster,1,51.378,51.378,54.881,0
609,PermanentVisual,0,2,30,brownies,1,1.239,1.239,17.487,1
610,PermanentVisual,0,2,30,hotel,1,5.548,5.548,8.286,0
611,PermanentVisual,0,2,30,shampoo,1,6.434,6.434,8.417,0
612,PermanentVisual,0,2,30,toaster,1,75.366,75.366,77.666,0
613,Auditory,1,1,49,brownies,1,32.239,32.239,34.407,0
614,Auditory,1,1,49,hotel,2,13.007,14.716,16.623,1
615,Auditory,1,1,49,shampoo,1,17.416,17.416,19.562,0
616,Auditory,1,1,49,toaster,1,35.551,35.551,37.166,1
617,Auditory,1,2,31,brownies,1,4.015,4.015,10.13,1
618,Auditory,1,2,31,hotel,1,12.846,12.846,14.424,0
619,Auditory,1,2,31,shampoo,1,5.509,5.509,11.821,0
620,Auditory,1,2,31,toaster,1,20.583,20.583,22.265,0
621,PermanentVisual,0,1,31,brownies,1,12.27,12.27,15.81,0
622,PermanentVisual,0,1,31,hotel,1,12.004,12.004,13.441,0
623,PermanentVisual,0,1,31,shampoo,1,11.583,11.583,13.768,0
624,PermanentVisual,0,1,31,toaster,1,23.665,23.665,43.868,0
625,Auditory,1,2,44,brownies,1,4.951,4.951,8.02,1
626,Auditory,1,2,44,hotel,2,2.614,20.977,28.042,1
627,Auditory,1,2,44,shampoo,1,12.514,12.514,14.141,1
628,Auditory,1,2,44,toaster,1,33.771,33.771,35.713,0
629,Auditory,1,2,44,brownies,2,3.26,5.864,7.61,1
630,Auditory,1,2,44,hotel,1,8.144,8.144,9.847,1
631,Auditory,1,2,44,shampoo,1,5.535,5.535,7.842,0
632,Auditory,1,2,44,toaster,2,11.351,29.224,37.024,1
633,PermanentVisual,0,2,69,brownies,1,34.312,34.312,36.667,1
634,PermanentVisual,0,2,69,hotel,3,37.686,46.131,48.877,0
635,PermanentVisual,0,2,69,shampoo,1,33.882,33.882,35.4,0
636,PermanentVisual,0,2,69,toaster,12,23.109,84.181,85.759,0
637,Auditory,1,2,22,brownies,2,10.113,11.014,12.859,0
638,Auditory,1,2,22,hotel,4,7.112,18.692,19.631,1
639,Auditory,1,2,22,shampoo,1,5.503,5.503,7.067,0
640,Auditory,1,2,22,toaster,6,12.681,42.134,43.44,0
641,PermanentVisual,0,1,33,brownies,1,14.759,14.759,18.715,0
642,PermanentVisual,0,1,33,hotel,1,10.919,10.919,14.334,1
643,PermanentVisual,0,1,33,shampoo,1,10.402,10.402,12.024,0
644,PermanentVisual,0,1,33,toaster,1,20.366,20.366,23.564,1
645,DisappearingVisual,1,1,32,brownies,1,3.306,3.306,7.201,1
646,DisappearingVisual,1,1,32,hotel,1,3.951,3.951,12.197,1
647,DisappearingVisual,1,1,32,shampoo,2,1.452,2.021,12.11,1
648,DisappearingVisual,1,1,32,toaster,1,6.645,6.645,8.155,1
649,DisappearingVisual,1,1,33,brownies,1,7.742,7.742,9.113,0
650,DisappearingVisual,1,1,33,hotel,3,5.081,26.473,28.553,0
651,DisappearingVisual,1,1,33,shampoo,1,7.03,7.03,8.041,0
652,DisappearingVisual,1,1,33,toaster,1,6.918,6.918,10.166,1
653,PermanentVisual,0,1,24,brownies,1,14.678,14.678,16.039,0
654,PermanentVisual,0,1,24,hotel,1,5.945,5.945,8.035,1
655,PermanentVisual,0,1,24,shampoo,2,8.373,17.006,18.218,0
656,PermanentVisual,0,1,24,toaster,2,11.922,12.389,14.552,1
657,PermanentVisual,0,2,21,brownies,1,2.169,2.169,3.708,1
658,PermanentVisual,0,2,21,hotel,1,3.154,3.154,10.827,0
659,PermanentVisual,0,2,21,shampoo,1,4.512,4.512,6.247,0
660,PermanentVisual,0,2,21,toaster,1,5.634,5.634,8.467,1
661,Auditory,1,2,56,brownies,1,5.528,5.528,13.8,1
662,Auditory,1,2,56,hotel,2,10.299,12.299,14.933,1
663,Auditory,1,2,56,shampoo,1,5.022,5.022,8.347,1
664,Auditory,1,2,56,toaster,1,7.849,7.849,10.705,1
665,Auditory,1,2,29,brownies,1,3.346,3.346,8.109,0
666,Auditory,1,2,29,hotel,1,4.57,4.57,7.476,0
667,Auditory,1,2,29,shampoo,1,9.609,9.609,11.815,0
668,Auditory,1,2,29,toaster,1,9.385,9.385,18.889,0
669,PermanentVisual,0,2,55,brownies,1,12.395,12.395,14.057,1
670,PermanentVisual,0,2,55,hotel,1,22.037,22.037,23.373,1
671,PermanentVisual,0,2,55,shampoo,1,20.581,20.581,22.473,0
672,PermanentVisual,0,2,55,toaster,1,26.796,26.796,29.383,0
673,DisappearingVisual,1,2,58,brownies,1,14.76,14.76,15.775,0
674,DisappearingVisual,1,2,58,hotel,1,10.078,10.078,11.589,1
675,DisappearingVisual,1,2,58,shampoo,1,14.268,14.268,16.381,0
676,DisappearingVisual,1,2,58,toaster,1,22.997,22.997,25.147,0
677,Auditory,1,1,63,brownies,1,11.649,11.649,16.169,0
678,Auditory,1,1,63,hotel,1,8.978,8.978,15.523,1
679,Auditory,1,1,63,shampoo,1,33.013,33.013,36.165,0
680,Auditory,1,1,63,toaster,1,26.703,26.703,29.967,0
681,DisappearingVisual,1,1,30,brownies,1,5.771,5.771,6.978,0
682,DisappearingVisual,1,1,30,hotel,1,1.42,1.42,5.276,1
683,DisappearingVisual,1,1,30,shampoo,2,3.695,6.793,8.886,0
684,DisappearingVisual,1,1,30,toaster,2,7.667,8.035,9.399,1
685,Auditory,1,2,55,brownies,1,28.229,28.229,29.101,1
686,Auditory,1,2,55,hotel,2,38.388,38.848,40.544,1
687,Auditory,1,2,55,shampoo,1,34.213,34.213,36.875,1
688,Auditory,1,2,55,toaster,1,64.367,64.367,66.456,0
689,DisappearingVisual,1,2,47,brownies,1,4.686,4.686,6.667,1
690,DisappearingVisual,1,2,47,hotel,3,1.96,3.536,3.947,1
691,DisappearingVisual,1,2,47,shampoo,1,2.387,2.387,3.345,1
692,DisappearingVisual,1,2,47,toaster,1,2.646,2.646,4.813,1
693,DisappearingVisual,1,2,42,brownies,1,7.204,7.204,10.177,0
694,DisappearingVisual,1,2,42,hotel,2,28.257,30.428,32.867,0
695,DisappearingVisual,1,2,42,shampoo,1,15.488,15.488,17.285,1
696,DisappearingVisual,1,2,42,toaster,1,8.743,8.743,13.366,1
697,Auditory,1,2,31,brownies,1,4.702,4.702,5.714,1
698,Auditory,1,2,31,hotel,2,2.564,3.469,6.924,1
699,Auditory,1,2,31,shampoo,1,3.027,3.027,4.17,1
700,Auditory,1,2,31,toaster,3,1.229,9.105,12.047,1
701,DisappearingVisual,1,1,49,brownies,0,0,0,5.214,0
702,DisappearingVisual,1,1,49,hotel,2,4.741,6.595,8.811,0
703,DisappearingVisual,1,1,49,shampoo,0,0,0,1.119,0
704,DisappearingVisual,1,1,49,toaster,1,8.87,8.87,11.532,0
705,Auditory,1,1,64,brownies,1,2.231,2.231,3.219,1
706,Auditory,1,1,64,hotel,1,3.176,3.176,5.153,1
707,Auditory,1,1,64,shampoo,1,3.398,3.398,5.486,1
708,Auditory,1,1,64,toaster,2,6.065,6.537,9.074,1
709,DisappearingVisual,1,1,21,brownies,2,11.939,33.535,35.872,0
710,DisappearingVisual,1,1,21,hotel,2,31.768,34.071,48.084,0
711,DisappearingVisual,1,1,21,shampoo,5,3.819,46.698,47.682,1
712,DisappearingVisual,1,1,21,toaster,1,58.367,58.367,60.24,0
713,PermanentVisual,0,2,48,brownies,1,10.861,10.861,13.5,0
714,PermanentVisual,0,2,48,hotel,1,29.101,29.101,30.218,1
715,PermanentVisual,0,2,48,shampoo,2,11.893,13.828,18.424,0
716,PermanentVisual,0,2,48,toaster,1,34.261,34.261,38.696,0
717,DisappearingVisual,1,1,40,brownies,1,4.902,4.902,8.283,1
718,DisappearingVisual,1,1,40,hotel,1,16.158,16.158,19.164,1
719,DisappearingVisual,1,1,40,shampoo,1,22.41,22.41,23.975,0
720,DisappearingVisual,1,1,40,toaster,1,41.962,41.962,45.311,1
721,DisappearingVisual,1,1,33,brownies,0,0,0,0.84,0
722,DisappearingVisual,1,1,33,hotel,0,0,0,1.632,0
723,DisappearingVisual,1,1,33,shampoo,0,0,0,1.392,0
724,DisappearingVisual,1,1,33,toaster,0,0,0,1.662,0
725,Auditory,1,1,30,brownies,1,6.097,6.097,7.455,1
726,Auditory,1,1,30,hotel,1,3.6,3.6,18.491,1
727,Auditory,1,1,30,shampoo,1,6.685,6.685,9.041,1
728,Auditory,1,1,30,toaster,1,29.658,29.658,31.356,1
729,Auditory,1,2,32,brownies,2,22.742,25.852,26.403,0
730,Auditory,1,2,32,hotel,1,11.212,11.212,31.642,1
731,Auditory,1,2,32,shampoo,1,24.929,24.929,29.855,0
732,Auditory,1,2,32,toaster,2,30.385,31.005,33.239,1
733,Auditory,1,1,34,brownies,1,9.678,9.678,10.94,0
734,Auditory,1,1,34,hotel,1,5.177,5.177,16.705,1
735,Auditory,1,1,34,shampoo,1,6.033,6.033,10.064,0
736,Auditory,1,1,34,toaster,1,8.442,8.442,10.962,1
737,DisappearingVisual,1,1,48,brownies,1,3.902,3.902,5.873,1
738,DisappearingVisual,1,1,48,hotel,2,5.87,8.347,9.761,1
739,DisappearingVisual,1,1,48,shampoo,1,13.038,13.038,14.057,0
740,DisappearingVisual,1,1,48,toaster,3,4.255,8.031,9.54,1
741,PermanentVisual,0,1,34,brownies,1,3.243,3.243,3.993,1
742,PermanentVisual,0,1,34,hotel,1,2.413,2.413,3.781,1
743,PermanentVisual,0,1,34,shampoo,1,2.368,2.368,3.142,1
744,PermanentVisual,0,1,34,toaster,1,5.775,5.775,6.804,1
745,PermanentVisual,0,2,63,brownies,1,17.683,17.683,18.898,0
746,PermanentVisual,0,2,63,hotel,1,13.856,13.856,16.211,0
747,PermanentVisual,0,2,63,shampoo,1,12.814,12.814,14.14,0
748,PermanentVisual,0,2,63,toaster,1,16.329,16.329,18.489,0
749,DisappearingVisual,1,1,50,brownies,1,7.041,7.041,8.385,1
750,DisappearingVisual,1,1,50,hotel,1,12.434,12.434,14.224,0
751,DisappearingVisual,1,1,50,shampoo,1,7.227,7.227,8.323,0
752,DisappearingVisual,1,1,50,toaster,2,3.447,17.044,22.336,0
753,PermanentVisual,0,2,56,brownies,2,2.015,13.351,15.959,0
754,PermanentVisual,0,2,56,hotel,3,1.47,18.67,21.3,0
755,PermanentVisual,0,2,56,shampoo,2,1.466,30.756,35.732,0
756,PermanentVisual,0,2,56,toaster,4,1.07,52.348,58.42,1
757,PermanentVisual,0,2,59,brownies,1,17.56,17.56,18.856,0
758,PermanentVisual,0,2,59,hotel,1,23.727,23.727,25.49,0
759,PermanentVisual,0,2,59,shampoo,1,18.266,18.266,19.104,0
760,PermanentVisual,0,2,59,toaster,1,22.519,22.519,28.649,0
761,PermanentVisual,0,2,40,brownies,1,11.11,11.11,12.734,0
762,PermanentVisual,0,2,40,hotel,1,16.705,16.705,19.527,0
763,PermanentVisual,0,2,40,shampoo,1,17.862,17.862,19.353,0
764,PermanentVisual,0,2,40,toaster,2,29.926,30.598,32.535,0
765,DisappearingVisual,1,1,37,brownies,1,1.393,1.393,2.424,1
766,DisappearingVisual,1,1,37,hotel,2,1.823,2.183,3.089,1
767,DisappearingVisual,1,1,37,shampoo,1,3.647,3.647,8.199,1
768,DisappearingVisual,1,1,37,toaster,1,3.738,3.738,5.35,1
769,Auditory,1,2,20,brownies,5,1.188,3.48,4.045,0
770,Auditory,1,2,20,hotel,2,1.715,2.517,3.609,1
771,Auditory,1,2,20,shampoo,2,4.872,5.651,6.182,0
772,Auditory,1,2,20,toaster,3,1.679,3.014,5.913,1
773,DisappearingVisual,1,2,64,brownies,2,1.007,6.42,8.173,0
774,DisappearingVisual,1,2,64,hotel,6,1.975,12.189,14.193,1
775,DisappearingVisual,1,2,64,shampoo,2,7.279,8.499,11.942,0
776,DisappearingVisual,1,2,64,toaster,4,11.109,20.825,22.638,0
777,PermanentVisual,0,1,40,brownies,2,8.319,9.206,11.875,0
778,PermanentVisual,0,1,40,hotel,3,9.453,18.426,19.014,1
